file_name,assembly_idx
0001.mol,13
0002.mol,9
0003.mol,9
0004.mol,8
0005.mol,8
0006.mol,10
0007.mol,10
0008.mol,9
0009.mol,10
0010.mol,6
0011.mol,11
0012.mol,8
0013.mol,10
0014.mol,8
0015.mol,9
0016.mol,7
0017.mol,7
0018.mol,7
0019.mol,9
0020.mol,9
0021.mol,8
0022.mol,10
0023.mol,10
0024.mol,12
0025.mol,10
0026.mol,7
0027.mol,12
0028.mol,8
0029.mol,9
0030.mol,7
0031.mol,8
0032.mol,7
0033.mol,9
0034.mol,10
0035.mol,10
0036.mol,5
0037.mol,8
0038.mol,10
0039.mol,7
0040.mol,9
0041.mol,11
0042.mol,11
0043.mol,7
0044.mol,11
0045.mol,10
0046.mol,9
0047.mol,7
0048.mol,8
0049.mol,10
0050.mol,8
0051.mol,8
0052.mol,8
0053.mol,9
0054.mol,9
0055.mol,9
0056.mol,10
0057.mol,8
0058.mol,8
0059.mol,8
0060.mol,6
0061.mol,8
0062.mol,8
0063.mol,10
0064.mol,8
0065.mol,8
0066.mol,10
0067.mol,9
0068.mol,9
0069.mol,8
0070.mol,9
0071.mol,8
0072.mol,11
0073.mol,7
0074.mol,8
0075.mol,14
0076.mol,9
0077.mol,8
0078.mol,8
0079.mol,9
0080.mol,8
0081.mol,7
0082.mol,10
0083.mol,11
0084.mol,8
0085.mol,9
0086.mol,9
0087.mol,11
0088.mol,8
0089.mol,12
0090.mol,9
0091.mol,8
0092.mol,10
0093.mol,10
0094.mol,8
0095.mol,8
0096.mol,7
0097.mol,10
0098.mol,8
0099.mol,8
0100.mol,9
0101.mol,8
0102.mol,8
0103.mol,9
0104.mol,8
0105.mol,9
0106.mol,12
0107.mol,7
0108.mol,9
0109.mol,8
0110.mol,10
0111.mol,9
0112.mol,8
0113.mol,10
0114.mol,9
0115.mol,9
0116.mol,10
0117.mol,9
0118.mol,9
0119.mol,10
0120.mol,7
0121.mol,6
0122.mol,9
0123.mol,8
0124.mol,8
0125.mol,7
0126.mol,9
0127.mol,9
0128.mol,9
0129.mol,9
0130.mol,8
0131.mol,8
0132.mol,8
0133.mol,11
0134.mol,8
0135.mol,7
0136.mol,9
0137.mol,9
0138.mol,9
0139.mol,10
0140.mol,8
0141.mol,9
0142.mol,8
0143.mol,11
0144.mol,10
0145.mol,8
0146.mol,7
0147.mol,9
0148.mol,11
0149.mol,10
0150.mol,8
0151.mol,8
0152.mol,9
0153.mol,9
0154.mol,7
0155.mol,10
0156.mol,7
0157.mol,9
0158.mol,10
0159.mol,8
0160.mol,11
0161.mol,8
0162.mol,8
0163.mol,8
0164.mol,8
0165.mol,12
0166.mol,9
0167.mol,10
0168.mol,9
0169.mol,9
0170.mol,7
0171.mol,12
0172.mol,9
0173.mol,10
0174.mol,9
0175.mol,9
0176.mol,8
0177.mol,8
0178.mol,9
0179.mol,10
0180.mol,10
0181.mol,10
0182.mol,10
0183.mol,11
0184.mol,8
0185.mol,10
0186.mol,10
0187.mol,7
0188.mol,8
0189.mol,10
0190.mol,11
0191.mol,8
0192.mol,9
0193.mol,8
0194.mol,7
0195.mol,10
0196.mol,10
0197.mol,8
0198.mol,8
0199.mol,10
0200.mol,11
0201.mol,9
0202.mol,10
0203.mol,7
0204.mol,11
0205.mol,9
0206.mol,10
0207.mol,10
0208.mol,9
0209.mol,12
0210.mol,8
0211.mol,10
0212.mol,10
0213.mol,6
0214.mol,9
0215.mol,10
0216.mol,8
0217.mol,9
0218.mol,9
0219.mol,11
0220.mol,8
0221.mol,12
0222.mol,8
0223.mol,9
0224.mol,9
0225.mol,10
0226.mol,8
0227.mol,8
0228.mol,9
0229.mol,9
0230.mol,12
0231.mol,11
0232.mol,11
0233.mol,11
0234.mol,10
0235.mol,7
0236.mol,9
0237.mol,11
0238.mol,10
0239.mol,9
0240.mol,10
0241.mol,12
0242.mol,8
0243.mol,12
0244.mol,11
0245.mol,8
0246.mol,8
0247.mol,8
0248.mol,8
0249.mol,11
0250.mol,9
0251.mol,8
0252.mol,9
0253.mol,11
0254.mol,10
0255.mol,12
0256.mol,10
0257.mol,10
0258.mol,10
0259.mol,11
0260.mol,9
0261.mol,8
0262.mol,10
0263.mol,7
0264.mol,6
0265.mol,11
0266.mol,10
0267.mol,8
0268.mol,9
0269.mol,9
0270.mol,12
0271.mol,10
0272.mol,11
0273.mol,9
0274.mol,8
0275.mol,12
0276.mol,10
0277.mol,10
0278.mol,10
0279.mol,9
0280.mol,10
0281.mol,9
0282.mol,9
0283.mol,8
0284.mol,11
0285.mol,11
0286.mol,11
0287.mol,8
0288.mol,9
0289.mol,9
0290.mol,11
0291.mol,9
0292.mol,9
0293.mol,8
0294.mol,8
0295.mol,13
0296.mol,12
0297.mol,10
0298.mol,10
0299.mol,12
0300.mol,14
0301.mol,9
0302.mol,9
0303.mol,9
0304.mol,7
0305.mol,8
0306.mol,10
0307.mol,11
0308.mol,10
0309.mol,9
0310.mol,9
0311.mol,11
0312.mol,9
0313.mol,11
0314.mol,9
0315.mol,9
0316.mol,10
0317.mol,12
0318.mol,11
0319.mol,12
0320.mol,8
0321.mol,9
0322.mol,10
0323.mol,7
0324.mol,10
0325.mol,8
0326.mol,10
0327.mol,10
0328.mol,11
0329.mol,10
0330.mol,10
0331.mol,9
0332.mol,9
0333.mol,9
0334.mol,9
0335.mol,9
0336.mol,10
0337.mol,13
0338.mol,13
0339.mol,10
0340.mol,9
0341.mol,9
0342.mol,8
0343.mol,9
0344.mol,9
0345.mol,8
0346.mol,8
0347.mol,8
0348.mol,9
0349.mol,8
0350.mol,9
0351.mol,7
0352.mol,9
0353.mol,10
0354.mol,8
0355.mol,11
0356.mol,8
0357.mol,13
0358.mol,9
0359.mol,10
0360.mol,8
0361.mol,10
0362.mol,7
0363.mol,12
0364.mol,11
0365.mol,10
0366.mol,9
0367.mol,10
0368.mol,8
0369.mol,10
0370.mol,7
0371.mol,7
0372.mol,9
0373.mol,10
0374.mol,10
0375.mol,9
0376.mol,13
0377.mol,11
0378.mol,11
0379.mol,10
0380.mol,10
0381.mol,9
0382.mol,9
0383.mol,9
0384.mol,13
0385.mol,8
0386.mol,9
0387.mol,10
0388.mol,12
0389.mol,10
0390.mol,9
0391.mol,8
0392.mol,11
0393.mol,9
0394.mol,11
0395.mol,10
0396.mol,9
0397.mol,9
0398.mol,7
0399.mol,12
0400.mol,10
0401.mol,8
0402.mol,10
0403.mol,9
0404.mol,9
0405.mol,12
0406.mol,8
0407.mol,11
0408.mol,9
0409.mol,10
0410.mol,11
0411.mol,10
0412.mol,12
0413.mol,13
0414.mol,8
0415.mol,12
0416.mol,12
0417.mol,11
0418.mol,11
0419.mol,9
0420.mol,9
0421.mol,7
0422.mol,13
0423.mol,9
0424.mol,9
0425.mol,9
0426.mol,10
0427.mol,12
0428.mol,13
0429.mol,10
0430.mol,11
0431.mol,8
0432.mol,12
0433.mol,11
0434.mol,7
0435.mol,10
0436.mol,10
0437.mol,10
0438.mol,9
0439.mol,11
0440.mol,8
0441.mol,8
0442.mol,11
0443.mol,12
0444.mol,9
0445.mol,11
0446.mol,10
0447.mol,11
0448.mol,11
0449.mol,11
0450.mol,9
0451.mol,11
0452.mol,9
0453.mol,13
0454.mol,12
0455.mol,11
0456.mol,9
0457.mol,8
0458.mol,9
0459.mol,9
0460.mol,10
0461.mol,10
0462.mol,10
0463.mol,11
0464.mol,10
0465.mol,10
0466.mol,11
0467.mol,11
0468.mol,10
0469.mol,10
0470.mol,11
0471.mol,11
0472.mol,8
0473.mol,12
0474.mol,13
0475.mol,11
0476.mol,14
0477.mol,10
0478.mol,11
0479.mol,10
0480.mol,10
0481.mol,11
0482.mol,10
0483.mol,10
0484.mol,8
0485.mol,10
0486.mol,8
0487.mol,7
0488.mol,9
0489.mol,13
0490.mol,9
0491.mol,11
0492.mol,11
0493.mol,12
0494.mol,11
0495.mol,11
0496.mol,10
0497.mol,10
0498.mol,11
0499.mol,11
0500.mol,9
0501.mol,10
0502.mol,12
0503.mol,9
0504.mol,10
0505.mol,9
0506.mol,10
0507.mol,12
0508.mol,9
0509.mol,11
0510.mol,11
0511.mol,9
0512.mol,8
0513.mol,10
0514.mol,10
0515.mol,10
0516.mol,9
0517.mol,13
0518.mol,12
0519.mol,10
0520.mol,10
0521.mol,8
0522.mol,8
0523.mol,12
0524.mol,10
0525.mol,10
0526.mol,12
0527.mol,11
0528.mol,10
0529.mol,10
0530.mol,10
0531.mol,12
0532.mol,9
0533.mol,11
0534.mol,8
0535.mol,7
0536.mol,10
0537.mol,11
0538.mol,12
0539.mol,9
0540.mol,11
0541.mol,11
0542.mol,9
0543.mol,11
0544.mol,9
0545.mol,8
0546.mol,9
0547.mol,10
0548.mol,9
0549.mol,12
0550.mol,9
0551.mol,11
0552.mol,10
0553.mol,9
0554.mol,10
0555.mol,9
0556.mol,12
0557.mol,11
0558.mol,10
0559.mol,11
0560.mol,9
0561.mol,11
0562.mol,12
0563.mol,10
0564.mol,11
0565.mol,8
0566.mol,12
0567.mol,11
0568.mol,11
